industry,name,quoteType,sector,symbol
Oil & Gas E&P,"Laredo Petroleum, Inc.",EQUITY,Energy,LPI
Restaurants,"Chipotle Mexican Grill, Inc.",EQUITY,Consumer Cyclical,CMG
Information Technology Services,Accenture plc,EQUITY,Technology,ACN
Staffing & Employment Services,GEE Group Inc.,EQUITY,Industrials,JOB
Utilities—Independent Power Producers,"NRG Energy, Inc.",EQUITY,Utilities,NRG
Aerospace & Defense,Textron Inc.,EQUITY,Industrials,TXT
Information Technology Services,Xerox Holdings Corporation,EQUITY,Technology,XRX
Software—Application,China Index Holdings Limited - ,EQUITY,Technology,CIH
Airlines,"Alaska Air Group, Inc.",EQUITY,Industrials,ALK
Oil & Gas E&P,Devon Energy Corporation,EQUITY,Energy,DVN
Advertising Agencies,Deluxe Corporation,EQUITY,Communication Services,DLX
Aerospace & Defense,"Spirit Aerosystems Holdings, In",EQUITY,Industrials,SPR
Lumber & Wood Production,Enviva Inc.,EQUITY,Basic Materials,EVA
Asset Management,Kayne Anderson MLP/Midstream In,EQUITY,Financial Services,KYN
Utilities—Regulated Electric,"CenterPoint Energy, Inc (Holdin",EQUITY,Utilities,CNP
Asset Management,TPG Inc.,EQUITY,Financial Services,TPG
Gold,Wheaton Precious Metals Corp,EQUITY,Basic Materials,WPM
REIT—Office,"Digital Realty Trust, Inc.",EQUITY,Real Estate,DLR
Medical Devices,Koninklijke Philips N.V. NY Reg,EQUITY,Healthcare,PHG
Asset Management,53270,EQUITY,Financial Services,UTG
Agricultural Inputs,Nutrien Ltd.,EQUITY,Basic Materials,NTR
Electronic Components,Jabil Inc.,EQUITY,Technology,JBL
Asset Management,Invesco Ltd,EQUITY,Financial Services,IVZ
Trucking,Knight-Swift Transportation Hol,EQUITY,Industrials,KNX
Residential Construction,Meritage Homes Corporation,EQUITY,Consumer Cyclical,MTH
Travel Services,D/B/A Royal Caribbean Cruises L,EQUITY,Consumer Cyclical,RCL
Electronics & Computer Distribution,"Arrow Electronics, Inc.",EQUITY,Technology,ARW
Marine Shipping,Kirby Corporation,EQUITY,Industrials,KEX
REIT—Retail,Seritage Growth Properties,EQUITY,Real Estate,SRG
Pharmaceutical Retailers,Rite Aid Corporation,EQUITY,Healthcare,RAD
Restaurants,Restaurant Brands International,EQUITY,Consumer Cyclical,QSR
Residential Construction,"M/I Homes, Inc.",EQUITY,Consumer Cyclical,MHO
Specialty Industrial Machinery,"Mirion Technologies, Inc.",EQUITY,Industrials,MIR
Insurance Brokers,"Marsh & McLennan Companies, Inc",EQUITY,Financial Services,MMC
Staffing & Employment Services,"Insperity, Inc.",EQUITY,Industrials,NSP
Oil & Gas Midstream,Enbridge Inc,EQUITY,Energy,ENB
Recreational Vehicles,"Harley-Davidson, Inc.",EQUITY,Consumer Cyclical,HOG
Utilities—Diversified,Exelon Corporation,EQUITY,Utilities,EXC
Consulting Services,"Global Internet of People, Inc.",EQUITY,Industrials,SDH
Real Estate Services,"New Concept Energy, Inc",EQUITY,Real Estate,GBR
Oil & Gas Integrated,YPF Sociedad Anonima,EQUITY,Energy,YPF
Computer Hardware,3D Systems Corporation,EQUITY,Technology,DDD
Oil & Gas E&P,Gran Tierra Energy Inc.,EQUITY,Energy,GTE
Oil & Gas Equipment & Services,Core Laboratories N.V.,EQUITY,Energy,CLB
Apparel Manufacturing,"Kontoor Brands, Inc.",EQUITY,Consumer Cyclical,KTB
Asset Management,"India Fund, Inc. (The)",EQUITY,Financial Services,IFN
Solar,Sunrun Inc.,EQUITY,Technology,RUN
Oil & Gas E&P,San Juan Basin Royalty Trust,EQUITY,Energy,SJT
Packaged Foods,"Laird Superfood, Inc.",EQUITY,Consumer Defensive,LSF
Other Industrial Metals & Mining,"Northern Dynasty Minerals, Ltd.",EQUITY,Basic Materials,NAK
Aerospace & Defense,"Sturm, Ruger & Company, Inc.",EQUITY,Industrials,RGR
Leisure,"Life Time Group Holdings, Inc.",EQUITY,Consumer Cyclical,LTH
Integrated Freight & Logistics,"XPO Logistics, Inc.",EQUITY,Industrials,XPO
Resorts & Casinos,Studio City International Holdi,EQUITY,Consumer Cyclical,MSC
Specialty Retail,Advance Auto Parts Inc.,EQUITY,Consumer Cyclical,AAP
REIT—Mortgage,Apollo Commercial Real Estate F,EQUITY,Real Estate,ARI
Resorts & Casinos,"Caesars Entertainment, Inc.",EQUITY,Consumer Cyclical,CZR
Packaged Foods,The Kraft Heinz Company,EQUITY,Consumer Defensive,KHC
Utilities—Independent Power Producers,Huaneng Power Intl,EQUITY,Utilities,HNP
Other Industrial Metals & Mining,Standard Lithium Ltd.,EQUITY,Basic Materials,SLI
Specialty Retail,"Aarons Holdings Company, Inc.",EQUITY,Consumer Cyclical,AAN
"Furnishings, Fixtures & Appliances",Ethan Allen Interiors Inc.,EQUITY,Consumer Cyclical,ETD
Utilities—Regulated Electric,Genie Energy Ltd.,EQUITY,Utilities,GNE
Lumber & Wood Production,West Fraser Timber Co. Ltd,EQUITY,Basic Materials,WFG
Aerospace & Defense,Northrop Grumman Corporation,EQUITY,Industrials,NOC
REIT—Residential,American Homes 4 Rent,EQUITY,Real Estate,AMH
Resorts & Casinos,MGM Resorts International,EQUITY,Consumer Cyclical,MGM
Beverages—Non-Alcoholic,Keurig Dr Pepper Inc.,EQUITY,Consumer Defensive,KDP
Specialty Retail,Yatsen Holding Limited,EQUITY,Consumer Cyclical,YSG
Utilities—Regulated Electric,"NextEra Energy, Inc.",EQUITY,Utilities,NEE
Oil & Gas Integrated,Cenovus Energy Inc,EQUITY,Energy,CVE
Marine Shipping,SFL Corporation Ltd,EQUITY,Industrials,SFL
Software—Application,"The OLB Group, Inc.",EQUITY,Technology,OLB
Asset Management,304800,EQUITY,Financial Services,CEF
Diagnostics & Research,Thermo Fisher Scientific Inc,EQUITY,Healthcare,TMO
Publishing,"Pearson, Plc",EQUITY,Communication Services,PSO
Specialty Industrial Machinery,"AMETEK, Inc.",EQUITY,Industrials,AME
Oil & Gas Integrated,Chevron Corporation,EQUITY,Energy,CVX
Education & Training Services,New Oriental Education & Techno,EQUITY,Consumer Defensive,EDU
Consulting Services,Booz Allen Hamilton Holding Cor,EQUITY,Industrials,BAH
Drug Manufacturers—General,Novartis AG,EQUITY,Healthcare,NVS
Farm & Heavy Construction Machinery,"Caterpillar, Inc.",EQUITY,Industrials,CAT
Specialty Industrial Machinery,Xylem Inc.,EQUITY,Industrials,XYL
Oil & Gas E&P,Denbury Inc.,EQUITY,Energy,DEN
Auto & Truck Dealerships,"Penske Automotive Group, Inc.",EQUITY,Consumer Cyclical,PAG
Asset Management,Western Asset Emerging Markets ,EQUITY,Financial Services,EMD
Credit Services,Discover Financial Services,EQUITY,Financial Services,DFS
Banks—Diversified,Bank of America Corporation,EQUITY,Financial Services,BAC
Conglomerates,India Globalization Capital Inc,EQUITY,Industrials,IGC
Healthcare Plans,Humana Inc.,EQUITY,Healthcare,HUM
Uranium,Uranium Energy Corp.,EQUITY,Energy,UEC
Utilities—Renewable,Archaea Energy Inc.,EQUITY,Utilities,LFG
Asset Management,Janus Henderson Group plc,EQUITY,Financial Services,JHG
Other Industrial Metals & Mining,Polymet Mining Corporation,EQUITY,Basic Materials,PLM
Building Products & Equipment,Louisiana-Pacific Corporation,EQUITY,Industrials,LPX
Conglomerates,Icahn Enterprises L.P. - Deposi,EQUITY,Industrials,IEP
Packaged Foods,"B&G Foods, Inc. B&G Foods, Inc.",EQUITY,Consumer Defensive,BGS
Home Improvement Retail,"Lowe's Companies, Inc.",EQUITY,Consumer Cyclical,LOW
Agricultural Inputs,"CVR Partners, LP",EQUITY,Basic Materials,UAN
Beverages—Brewers,Molson Coors Beverage Company,EQUITY,Consumer Defensive,TAP
Information Technology Services,GDS Holdings Limited,EQUITY,Technology,GDS
Asset Management,"BlackRock, Inc.",EQUITY,Financial Services,BLK
Agricultural Inputs,FMC Corporation,EQUITY,Basic Materials,FMC
Communication Equipment,Nokia Corporation Sponsored,EQUITY,Technology,NOK
REIT—Industrial,Monmouth Real Estate Investment,EQUITY,Real Estate,MNR
Railroads,Norfolk Southern Corporation,EQUITY,Industrials,NSC
Luxury Goods,"Tapestry, Inc.",EQUITY,Consumer Cyclical,TPR
"Furnishings, Fixtures & Appliances","Tempur Sealy International, Inc",EQUITY,Consumer Cyclical,TPX
Biotechnology,"PolarityTE, Inc.",EQUITY,Healthcare,PTE
Banks—Diversified,UBS Group AG Registered,EQUITY,Financial Services,UBS
REIT—Mortgage,Western Asset Mortgage Capital ,EQUITY,Real Estate,WMC
Waste Management,"Montrose Environmental Group, I",EQUITY,Industrials,MEG
Oil & Gas E&P,Magnolia Oil & Gas Corporation,EQUITY,Energy,MGY
Apparel Retail,"Carter's, Inc.",EQUITY,Consumer Cyclical,CRI
Software—Application,Olo Inc.,EQUITY,Technology,OLO
Drug Manufacturers—Specialty & Generic,Zomedica Corp.,EQUITY,Healthcare,ZOM
Utilities—Regulated Gas,Northwest Natural Holding Compa,EQUITY,Utilities,NWN
Advertising Agencies,"Digital Media Solutions, Inc.",EQUITY,Communication Services,DMS
Insurance—Property & Casualty,UNIVERSAL INSURANCE HOLDINGS IN,EQUITY,Financial Services,UVE
Marine Shipping,Navios Maritime Partners LP,EQUITY,Industrials,NMM
Medical Devices,"Eargo, Inc.",EQUITY,Healthcare,EAR
Gold,Harmony Gold Mining Company Lim,EQUITY,Basic Materials,HMY
Banks—Diversified,"Banco Santander, S.A. Sponsored",EQUITY,Financial Services,SAN
Oil & Gas Equipment & Services,Tidewater Inc.,EQUITY,Energy,TDW
Diagnostics & Research,"Enzo Biochem, Inc.",EQUITY,Healthcare,ENZ
Integrated Freight & Logistics,FedEx Corporation,EQUITY,Industrials,FDX
Household & Personal Products,Kimberly-Clark Corporation,EQUITY,Consumer Defensive,KMB
Paper & Paper Products,Resolute Forest Products Inc.,EQUITY,Basic Materials,RFP
Farm & Heavy Construction Machinery,The Lion Electric Company,EQUITY,Industrials,LEV
Biotechnology,Novo Nordisk A/S,EQUITY,Healthcare,NVO
REIT—Healthcare Facilities,"Healthcare Trust of America, In",EQUITY,Real Estate,HTA
Grocery Stores,"Weis Markets, Inc.",EQUITY,Consumer Defensive,WMK
Oil & Gas Equipment & Services,MRC Global Inc.,EQUITY,Energy,MRC
Rental & Leasing Services,AerCap Holdings N.V.,EQUITY,Industrials,AER
Asset Management,OFS Capital Corporation,EQUITY,Financial Services,OFS
Grocery Stores,"Sprouts Farmers Market, Inc.",EQUITY,Consumer Defensive,SFM
Asset Management,"New Ireland Fund, Inc (The)",EQUITY,Financial Services,IRL
Banks—Regional,PCB Bancorp,EQUITY,Financial Services,PCB
Gold,"Almaden Minerals, Ltd.",EQUITY,Basic Materials,AAU
Information Technology Services,"Aurora Innovation, Inc.",EQUITY,Technology,AUR
Software—Infrastructure,"Box, Inc.",EQUITY,Technology,BOX
Oil & Gas E&P,Oasis Petroleum Inc.,EQUITY,Energy,OAS
Specialty Retail,GameStop Corporation,EQUITY,Consumer Cyclical,GME
Security & Protection Services,"Universal Security Instruments,",EQUITY,Industrials,UUU
Specialty Chemicals,Trinseo PLC,EQUITY,Basic Materials,TSE
Asset Management,"DNP Select Income Fund, Inc.",EQUITY,Financial Services,DNP
Oil & Gas Integrated,Exxon Mobil Corporation,EQUITY,Energy,XOM
Oil & Gas E&P,Cross Timbers Royalty Trust,EQUITY,Energy,CRT
Coking Coal,"SunCoke Energy, Inc.",EQUITY,Basic Materials,SXC
Industrial Distribution,"Core & Main, Inc.",EQUITY,Industrials,CNM
REIT—Office,Alexandria Real Estate Equities,EQUITY,Real Estate,ARE
Medical Care Facilities,"Community Health Systems, Inc.",EQUITY,Healthcare,CYH
Building Materials,"Martin Marietta Materials, Inc.",EQUITY,Basic Materials,MLM
Medical Devices,Bioventus Inc.,EQUITY,Healthcare,BVS
Scientific & Technical Instruments,Teledyne Technologies Incorpora,EQUITY,Technology,TDY
Auto Parts,Superior Industries Internation,EQUITY,Consumer Cyclical,SUP
Insurance—Life,Lincoln National Corporation,EQUITY,Financial Services,LNC
Insurance—Life,Genworth Financial Inc,EQUITY,Financial Services,GNW
Copper,Turquoise Hill Resources Ltd.,EQUITY,Basic Materials,TRQ
Oil & Gas Equipment & Services,"Forum Energy Technologies, Inc.",EQUITY,Energy,FET
Leisure,"Mattel, Inc.",EQUITY,Consumer Cyclical,MAT
Oil & Gas Equipment & Services,NexTier Oilfield Solutions Inc.,EQUITY,Energy,NEX
Telecom Services,IDT Corporation,EQUITY,Communication Services,IDT
Software—Application,"Agora, Inc.",EQUITY,Technology,API
Telecom Services,Telecom Argentina SA,EQUITY,Communication Services,TEO
Residential Construction,KB Home,EQUITY,Consumer Cyclical,KBH
Medical Devices,"Smith & Nephew SNATS, Inc.",EQUITY,Healthcare,SNN
Oil & Gas E&P,Enerplus Corporation,EQUITY,Energy,ERF
Other Industrial Metals & Mining,Trilogy Metals Inc.,EQUITY,Basic Materials,TMQ
REIT—Mortgage,Chimera Investment Corporation,EQUITY,Real Estate,CIM
Oil & Gas Midstream,"DHT Holdings, Inc.",EQUITY,Energy,DHT
Personal Services,"Carriage Services, Inc.",EQUITY,Consumer Cyclical,CSV
Coking Coal,"Warrior Met Coal, Inc.",EQUITY,Basic Materials,HCC
Luxury Goods,Movado Group Inc.,EQUITY,Consumer Cyclical,MOV
Oil & Gas E&P,"VAALCO Energy, Inc.",EQUITY,Energy,EGY
Software—Application,Applovin Corporation,EQUITY,Technology,APP
Banks—Regional,"PNC Financial Services Group, I",EQUITY,Financial Services,PNC
Oil & Gas Midstream,"Holly Energy Partners, L.P.",EQUITY,Energy,HEP
Specialty Business Services,Global Payments Inc.,EQUITY,Industrials,GPN
REIT—Retail,Kimco Realty Corporation,EQUITY,Real Estate,KIM
Utilities—Regulated Electric,"National Grid Transco, PLC Nati",EQUITY,Utilities,NGG
Home Improvement Retail,"Floor & Decor Holdings, Inc.",EQUITY,Consumer Cyclical,FND
Utilities—Regulated Electric,"Via Renewables, Inc.",EQUITY,Utilities,VIA
Auto Parts,Horizon Global Corporation,EQUITY,Consumer Cyclical,HZN
Mortgage Finance,CNFinance Holdings Limited,EQUITY,Financial Services,CNF
Silver,Silvercorp Metals Inc.,EQUITY,Basic Materials,SVM
Asset Management,Cohen & Steers Quality Income R,EQUITY,Financial Services,RQI
Gold,Newmont Corporation,EQUITY,Basic Materials,NEM
Oil & Gas E&P,"W&T Offshore, Inc.",EQUITY,Energy,WTI
Computer Hardware,"One Stop Systems, Inc.",EQUITY,Technology,OSS
Software—Infrastructure,Datto Holding Corp.,EQUITY,Technology,MSP
Restaurants,Wendy's Company (The),EQUITY,Consumer Cyclical,WEN
Specialty Chemicals,Sasol Ltd.,EQUITY,Basic Materials,SSL
Specialty Retail,"Best Buy Co., Inc.",EQUITY,Consumer Cyclical,BBY
Waste Management,Harsco Corporation,EQUITY,Industrials,HSC
Diagnostics & Research,Sotera Health Company,EQUITY,Healthcare,SHC
Semiconductors,"ASE Technology Holding Co., Ltd",EQUITY,Technology,ASX
REIT—Healthcare Facilities,"Ventas, Inc.",EQUITY,Real Estate,VTR
Asset Management,Pimco Corporate & Income Opport,EQUITY,Financial Services,PTY
Utilities—Diversified,Comp En De Mn Cemig,EQUITY,Utilities,CIG
Leisure,"Hasbro, Inc.",EQUITY,Consumer Cyclical,HAS
Oil & Gas Midstream,"DT Midstream, Inc.",EQUITY,Energy,DTM
Asset Management,KKR & Co. Inc.,EQUITY,Financial Services,KKR
Advertising Agencies,Boston Omaha Corporation,EQUITY,Communication Services,BOC
Lodging,Hilton Worldwide Holdings Inc.,EQUITY,Consumer Cyclical,HLT
Specialty Industrial Machinery,"Rockwell Automation, Inc.",EQUITY,Industrials,ROK
Conglomerates,3M Company,EQUITY,Industrials,MMM
Aerospace & Defense,Raytheon Technologies Corporati,EQUITY,Industrials,RTX
Waste Management,"Republic Services, Inc.",EQUITY,Industrials,RSG
Asset Management,"Gamco Investors, Inc.",EQUITY,Financial Services,GBL
REIT—Specialty,Farmland Partners Inc.,EQUITY,Real Estate,FPI
Oil & Gas E&P,Permianville Royalty Trust Trus,EQUITY,Energy,PVL
Insurance Brokers,Aon plc,EQUITY,Financial Services,AON
Credit Services,Alliance Data Systems Corporati,EQUITY,Financial Services,ADS
Software—Application,"Envestnet, Inc",EQUITY,Technology,ENV
Railroads,"Trinity Industries, Inc.",EQUITY,Industrials,TRN
Staffing & Employment Services,HireRight Holdings Corporation,EQUITY,Industrials,HRT
Biotechnology,"Ginkgo Bioworks Holdings, Inc.",EQUITY,Healthcare,DNA
Residential Construction,"M.D.C. Holdings, Inc.",EQUITY,Consumer Cyclical,MDC
Diagnostics & Research,Danaher Corporation,EQUITY,Healthcare,DHR
Entertainment,"AMC Entertainment Holdings, Inc",EQUITY,Communication Services,AMC
Other Industrial Metals & Mining,TMC the metals company Inc.,EQUITY,Basic Materials,TMC
Telecom Services,"Kaleyra, Inc.",EQUITY,Communication Services,KLR
REIT—Diversified,"The Necessity Retail REIT, Inc.",EQUITY,Real Estate,RTL
Apparel Retail,"Gap, Inc. (The)",EQUITY,Consumer Cyclical,GPS
Other Precious Metals & Mining,Avino Silver & Gold Mines Ltd.,EQUITY,Basic Materials,ASM
Chemicals,"LSB Industries, Inc.",EQUITY,Basic Materials,LXU
REIT—Specialty,Iron Mountain Incorporated (Del,EQUITY,Real Estate,IRM
Utilities—Diversified,Black Hills Corporation,EQUITY,Utilities,BKH
Oil & Gas Drilling,Nabors Industries Ltd.,EQUITY,Energy,NBR
Biotechnology,"Blue Water Vaccines, Inc.",EQUITY,Healthcare,BWV
Building Materials,"Summit Materials, Inc.",EQUITY,Basic Materials,SUM
Lodging,Marriott International,EQUITY,Consumer Cyclical,MAR
Advertising Agencies,Advantage Solutions Inc.,EQUITY,Communication Services,ADV
Tools & Accessories,Toro Company (The),EQUITY,Industrials,TTC
Education & Training Services,China Online Education Group,EQUITY,Consumer Defensive,COE
Asset Management,Eaton Vance Tax-Advantage Globa,EQUITY,Financial Services,ETO
Oil & Gas Midstream,"ONEOK, Inc.",EQUITY,Energy,OKE
Utilities—Regulated Electric,OGE Energy Corp,EQUITY,Utilities,OGE
Tools & Accessories,"Stanley Black & Decker, Inc.",EQUITY,Industrials,SWK
Semiconductors,"Advanced Micro Devices, Inc.",EQUITY,Technology,AMD
Thermal Coal,Peabody Energy Corporation,EQUITY,Energy,BTU
Utilities—Renewable,"NextEra Energy Partners, LP",EQUITY,Utilities,NEP
Banks—Diversified,Wells Fargo & Company,EQUITY,Financial Services,WFC
REIT—Residential,"Essex Property Trust, Inc.",EQUITY,Real Estate,ESS
Oil & Gas Midstream,TC Energy Corporation,EQUITY,Energy,TRP
Steel,Mesabi Trust,EQUITY,Basic Materials,MSB
Household & Personal Products,Newell Brands Inc.,EQUITY,Consumer Defensive,NWL
Silver,MAG Silver Corporation,EQUITY,Basic Materials,MAG
Utilities—Diversified,The AES Corporation,EQUITY,Utilities,AES
Electronic Components,"Benchmark Electronics, Inc.",EQUITY,Technology,BHE
Footwear & Accessories,"Wolverine World Wide, Inc.",EQUITY,Consumer Cyclical,WWW
Specialty Chemicals,Sherwin-Williams Company (The),EQUITY,Basic Materials,SHW
Oil & Gas Equipment & Services,"Tetra Technologies, Inc.",EQUITY,Energy,TTI
Entertainment,Walt Disney Company (The),EQUITY,Communication Services,DIS
Software—Application,SAP  SE,EQUITY,Technology,SAP
Oil & Gas Equipment & Services,"RPC, Inc.",EQUITY,Energy,RES
Building Products & Equipment,GMS Inc.,EQUITY,Industrials,GMS
Personal Services,"H&R Block, Inc.",EQUITY,Consumer Cyclical,HRB
Banks—Regional,"Live Oak Bancshares, Inc.",EQUITY,Financial Services,LOB
Paper & Paper Products,Schweitzer-Mauduit Internationa,EQUITY,Basic Materials,SWM
Biotechnology,"Berkeley Lights, Inc.",EQUITY,Healthcare,BLI
Biotechnology,"Protalix BioTherapeutics, Inc. ",EQUITY,Healthcare,PLX
Insurance—Diversified,Hartford Financial Services Gro,EQUITY,Financial Services,HIG
Utilities—Diversified,DBA Sempra,EQUITY,Utilities,SRE
Medical Instruments & Supplies,"IsoRay, Inc.",EQUITY,Healthcare,ISR
Oil & Gas E&P,"Comstock Resources, Inc.",EQUITY,Energy,CRK
Railroads,Westinghouse Air Brake Technolo,EQUITY,Industrials,WAB
Security & Protection Services,ADT Inc.,EQUITY,Industrials,ADT
Information Technology Services,WidePoint Corporation,EQUITY,Technology,WYY
Telecom Services,Telefonica SA,EQUITY,Communication Services,TEF
Banks—Regional,Synovus Financial Corp.,EQUITY,Financial Services,SNV
Metal Fabrication,Ryerson Holding Corporation,EQUITY,Industrials,RYI
REIT—Mortgage,Annaly Capital Management Inc,EQUITY,Real Estate,NLY
Utilities—Regulated Electric,PPL Corporation,EQUITY,Utilities,PPL
Drug Manufacturers—Specialty & Generic,Bausch Health Companies Inc.,EQUITY,Healthcare,BHC
Asset Management,Liberty All-Star Equity Fund,EQUITY,Financial Services,USA
Other Precious Metals & Mining,Alexco Resource Corp,EQUITY,Basic Materials,AXU
Entertainment,Cinemark Holdings Inc Cinemark ,EQUITY,Communication Services,CNK
Diagnostics & Research,"IQVIA Holdings, Inc.",EQUITY,Healthcare,IQV
Semiconductors,Taiwan Semiconductor Manufactur,EQUITY,Technology,TSM
REIT—Diversified,MGM Growth Properties LLC,EQUITY,Real Estate,MGP
